new_filename,label,file_path,hash,has_vignette_border
024911.jpg,benign,data/all_images/024911.jpg,b3d8cd6478373283,False
005042.jpg,benign,data/all_images/005042.jpg,847e0ce233989db7,False
037690.jpg,benign,data/all_images/037690.jpg,91ae4c3373cc1db1,False
027624.jpg,benign,data/all_images/027624.jpg,84e519196736c8fb,False
024571.jpg,benign,data/all_images/024571.jpg,d5ac4c797326d485,False
003113.jpg,benign,data/all_images/003113.jpg,803f005b56f61777,False
032360.jpg,benign,data/all_images/032360.jpg,84d119f66689d967,False
001902.jpg,benign,data/all_images/001902.jpg,d0b343de93e15a19,False
033310.jpg,benign,data/all_images/033310.jpg,90e69ecf69389266,False
043147.jpg,benign,data/all_images/043147.jpg,81490d36369c5f7b,False
036678.jpg,benign,data/all_images/036678.jpg,ce91956252ed958d,False
033785.jpg,benign,data/all_images/033785.jpg,918d4cf323cccc73,False
043378.jpg,benign,data/all_images/043378.jpg,c5ee59646298476d,False
039093.jpg,benign,data/all_images/039093.jpg,84fe192a76d91b64,False
035323.jpg,benign,data/all_images/035323.jpg,b42cc1f1cd8d8ce3,False
031200.jpg,benign,data/all_images/031200.jpg,869c196766cd9936,False
000508.jpg,benign,data/all_images/000508.jpg,d14c4e3371d974c6,False
020197.jpg,benign,data/all_images/020197.jpg,97e20d9d233e985a,False
041444.jpg,benign,data/all_images/041444.jpg,80f7099d077645dd,False
003753.jpg,benign,data/all_images/003753.jpg,91771ccccc317333,False
021456.jpg,benign,data/all_images/021456.jpg,80ed18bd4ef37494,False
037986.jpg,benign,data/all_images/037986.jpg,9363cc8c712676b3,False
033985.jpg,benign,data/all_images/033985.jpg,81f74c9c3323dccc,False
028688.jpg,benign,data/all_images/028688.jpg,84cf99d864679b98,False
017105.jpg,benign,data/all_images/017105.jpg,c6f7999922662752,False
012734.jpg,benign,data/all_images/012734.jpg,93cc8c7373ccdd20,False
008419.jpg,malignant,data/all_images/008419.jpg,c33c6be03cc3309f,True
028272.jpg,benign,data/all_images/028272.jpg,849c987369a25edd,False
026793.jpg,benign,data/all_images/026793.jpg,81f31d8a3ec50de3,False
017184.jpg,benign,data/all_images/017184.jpg,e5cd983399b69192,False
012116.jpg,benign,data/all_images/012116.jpg,81550c7233f9cc77,False
008705.jpg,malignant,data/all_images/008705.jpg,9535d24a0bed6f24,True
034368.jpg,benign,data/all_images/034368.jpg,d6a8985636bd1e54,False
021174.jpg,benign,data/all_images/021174.jpg,d0f0c96b2539239f,False
033672.jpg,benign,data/all_images/033672.jpg,91f14ece73313c8c,False
017813.jpg,benign,data/all_images/017813.jpg,95c54df074d273c8,False
008017.jpg,malignant,data/all_images/008017.jpg,9661699e67cd9630,True
013380.jpg,benign,data/all_images/013380.jpg,e499936669a4359b,False
040090.jpg,benign,data/all_images/040090.jpg,85ae59df77c06061,False
005258.jpg,benign,data/all_images/005258.jpg,b7cc9d33648d31c4,False
018199.jpg,benign,data/all_images/018199.jpg,8476d9dd26269999,False
023475.jpg,benign,data/all_images/023475.jpg,c0bf48e458ae1e6b,False
008841.jpg,malignant,data/all_images/008841.jpg,b566c2993d8e7360,False
024572.jpg,benign,data/all_images/024572.jpg,90ad0cc833af5dbc,False
009936.jpg,malignant,data/all_images/009936.jpg,ba3dad84d68a8e85,False
017961.jpg,benign,data/all_images/017961.jpg,81fe0ce333279c8d,False
010911.jpg,benign,data/all_images/010911.jpg,950dd3b26c4b91b3,False
004730.jpg,benign,data/all_images/004730.jpg,91c54c3759cc3771,False
009289.jpg,malignant,data/all_images/009289.jpg,ea63959e46616479,False
017512.jpg,benign,data/all_images/017512.jpg,9291492676dd1f3a,False
007060.jpg,malignant,data/all_images/007060.jpg,95964b693c3c31c7,True
019537.jpg,benign,data/all_images/019537.jpg,c517134d65931b6d,False
017827.jpg,benign,data/all_images/017827.jpg,c4aa93e4659b476c,False
005352.jpg,benign,data/all_images/005352.jpg,c4161d4d566376ec,False
028092.jpg,benign,data/all_images/028092.jpg,a5cd9a3139b2266d,False
041910.jpg,benign,data/all_images/041910.jpg,bfc0c08d99bc9d13,False
031361.jpg,benign,data/all_images/031361.jpg,c39a357c72e18e8c,False
023322.jpg,benign,data/all_images/023322.jpg,80ee069c51bf18ef,False
011058.jpg,malignant,data/all_images/011058.jpg,856e5e2168c761b7,True
040121.jpg,benign,data/all_images/040121.jpg,d3a304c8cde63375,False
028900.jpg,benign,data/all_images/028900.jpg,85bb470e4d2f1dd0,False
028307.jpg,benign,data/all_images/028307.jpg,80e607d15c667bad,False
044370.jpg,benign,data/all_images/044370.jpg,b0a6c2d84d9f6acc,False
001190.jpg,benign,data/all_images/001190.jpg,81cc4c3346cc73f7,False
014935.jpg,benign,data/all_images/014935.jpg,943d4c73e1c2c3b3,False
037724.jpg,benign,data/all_images/037724.jpg,81eb49c677c43393,False
019422.jpg,benign,data/all_images/019422.jpg,b02ec9d331be6436,False
000803.jpg,malignant,data/all_images/000803.jpg,d4534dcd582c7791,False
006337.jpg,malignant,data/all_images/006337.jpg,903b4d6e36987363,True
037507.jpg,benign,data/all_images/037507.jpg,b130cdcf72ce6033,False
034772.jpg,benign,data/all_images/034772.jpg,84fc49d3367cc1c3,False
020908.jpg,benign,data/all_images/020908.jpg,b139c4c671f5189d,False
000372.jpg,benign,data/all_images/000372.jpg,d555555355525556,False
026112.jpg,benign,data/all_images/026112.jpg,96f3099c63a19ce3,False
029984.jpg,benign,data/all_images/029984.jpg,a3a6cc9933cc58b3,False
001735.jpg,benign,data/all_images/001735.jpg,80cf5df176fc5101,False
028292.jpg,benign,data/all_images/028292.jpg,84ccd966668c87b7,False
011665.jpg,benign,data/all_images/011665.jpg,b332ccdd11c8c96d,False
044223.jpg,benign,data/all_images/044223.jpg,d5b45999232e4c9b,False
001489.jpg,benign,data/all_images/001489.jpg,84da0c755bef09d2,False
033199.jpg,benign,data/all_images/033199.jpg,f3e2ccb8338cccb0,False
029161.jpg,benign,data/all_images/029161.jpg,b3b3c48ccc6ce626,False
030575.jpg,benign,data/all_images/030575.jpg,91ee4c33158c7573,False
003135.jpg,benign,data/all_images/003135.jpg,95ce09db16a55596,False
020543.jpg,benign,data/all_images/020543.jpg,80ab148e5fb657a5,False
043426.jpg,benign,data/all_images/043426.jpg,93694c3333ccdc33,False
029711.jpg,benign,data/all_images/029711.jpg,86761989766699d9,False
004251.jpg,benign,data/all_images/004251.jpg,c066443767e64c77,False
023814.jpg,benign,data/all_images/023814.jpg,84a6599d44f71b66,False
009789.jpg,malignant,data/all_images/009789.jpg,c0870557151f575f,False
012850.jpg,benign,data/all_images/012850.jpg,c2951d62629d3d67,False
009297.jpg,malignant,data/all_images/009297.jpg,c4f7192c6f763888,False
009742.jpg,malignant,data/all_images/009742.jpg,e0dd9566b2895b26,False
011098.jpg,malignant,data/all_images/011098.jpg,a7c7d408961b51eb,False
006160.jpg,malignant,data/all_images/006160.jpg,f861c29f8bc238cd,False
029979.jpg,benign,data/all_images/029979.jpg,c4a69b994c6c7393,False
034461.jpg,benign,data/all_images/034461.jpg,a492c36d9de0636d,False
032018.jpg,benign,data/all_images/032018.jpg,d4b61999662699d9,False
009121.jpg,malignant,data/all_images/009121.jpg,ffaac8b5ca948530,False
010541.jpg,benign,data/all_images/010541.jpg,e13292c3c1dc4f9e,False
006585.jpg,malignant,data/all_images/006585.jpg,84d3151f137a5f2a,True
001631.jpg,benign,data/all_images/001631.jpg,c4ab13d464e51b9b,False
027086.jpg,benign,data/all_images/027086.jpg,84cc1973666c5dd3,False
027285.jpg,benign,data/all_images/027285.jpg,91c6cc3133cecc7c,False
027187.jpg,benign,data/all_images/027187.jpg,91194c7411d733bf,False
024283.jpg,benign,data/all_images/024283.jpg,f0ccc662cd93cd98,False
022711.jpg,benign,data/all_images/022711.jpg,b3c6cc9904e623bd,False
011493.jpg,malignant,data/all_images/011493.jpg,b3e6cc9931312766,False
041664.jpg,benign,data/all_images/041664.jpg,81eb4c8d7d093736,False
034440.jpg,benign,data/all_images/034440.jpg,d0914f3a1ccc5acf,False
037093.jpg,benign,data/all_images/037093.jpg,b132cdcf8398dc58,False
002745.jpg,benign,data/all_images/002745.jpg,866699d9646633b6,False
010908.jpg,benign,data/all_images/010908.jpg,b3b3d9cc3c6231a1,False
019357.jpg,benign,data/all_images/019357.jpg,c0de1bf9186f360c,False
038667.jpg,benign,data/all_images/038667.jpg,b9dec439137838c6,False
037001.jpg,benign,data/all_images/037001.jpg,e5d89261cd27ad91,False
022877.jpg,benign,data/all_images/022877.jpg,91b9193b333c9933,False
037173.jpg,benign,data/all_images/037173.jpg,80f4197766cd19f2,False
034357.jpg,benign,data/all_images/034357.jpg,f5b3dd8c6590262a,False
040940.jpg,benign,data/all_images/040940.jpg,94b819d9646659dd,False
020381.jpg,benign,data/all_images/020381.jpg,c695914a6dac26b7,False
042105.jpg,benign,data/all_images/042105.jpg,91e1cc8c3333cd5e,False
042834.jpg,benign,data/all_images/042834.jpg,d0631dcd333b0ea6,False
003346.jpg,benign,data/all_images/003346.jpg,f464cf9b993124c3,False
042495.jpg,benign,data/all_images/042495.jpg,a4999966659b666c,False
026384.jpg,benign,data/all_images/026384.jpg,80fb098266999def,False
002806.jpg,benign,data/all_images/002806.jpg,a499cee699363299,False
021904.jpg,benign,data/all_images/021904.jpg,9196ce7b30cec465,False
004257.jpg,benign,data/all_images/004257.jpg,80e719f917b473c1,False
042041.jpg,benign,data/all_images/042041.jpg,b7b399cc669854e0,False
042037.jpg,benign,data/all_images/042037.jpg,b4c1c33e1d274db1,False
034531.jpg,benign,data/all_images/034531.jpg,c59208fe37db1865,False
027006.jpg,benign,data/all_images/027006.jpg,86481d77724c9977,False
030256.jpg,benign,data/all_images/030256.jpg,81d65ccc23739cdc,False
010274.jpg,malignant,data/all_images/010274.jpg,b978c60cc6c38e2f,False
019530.jpg,benign,data/all_images/019530.jpg,84eb5b246193f7c4,False
022887.jpg,benign,data/all_images/022887.jpg,c1b70dcd337644cc,False
042544.jpg,benign,data/all_images/042544.jpg,805849757764dd79,False
027715.jpg,benign,data/all_images/027715.jpg,d450593d66c7999c,False
023514.jpg,benign,data/all_images/023514.jpg,84db049b6798dc37,False
019697.jpg,benign,data/all_images/019697.jpg,b4acc13ac789dc66,False
003719.jpg,benign,data/all_images/003719.jpg,80fe0cf133c70cf9,False
040314.jpg,benign,data/all_images/040314.jpg,d7810ed168df29d2,False
010325.jpg,malignant,data/all_images/010325.jpg,ade3d31cf24c4133,False
005461.jpg,benign,data/all_images/005461.jpg,813394ce4bd92577,False
039598.jpg,benign,data/all_images/039598.jpg,d1c95cce65b88da8,False
007803.jpg,malignant,data/all_images/007803.jpg,913a54ff029f0af4,True
034763.jpg,benign,data/all_images/034763.jpg,c00d27d51bbc5cba,False
035150.jpg,benign,data/all_images/035150.jpg,a51785c894e6db5a,False
020225.jpg,benign,data/all_images/020225.jpg,d1b9193332993373,False
041249.jpg,benign,data/all_images/041249.jpg,81f449f733d05ba4,False
018861.jpg,benign,data/all_images/018861.jpg,94609b9b6466937b,False
019520.jpg,benign,data/all_images/019520.jpg,a596dc7dc9a4d80c,False
040200.jpg,benign,data/all_images/040200.jpg,d1b34dcc663319cc,False
020903.jpg,benign,data/all_images/020903.jpg,81be0c9f33e48c73,False
016186.jpg,benign,data/all_images/016186.jpg,d4d449b2668f487d,False
008147.jpg,malignant,data/all_images/008147.jpg,ea9997429bc4d662,False
004015.jpg,benign,data/all_images/004015.jpg,9197477a12b5595a,False
011555.jpg,benign,data/all_images/011555.jpg,833d5c6333c8cc73,False
014692.jpg,benign,data/all_images/014692.jpg,835d4c7323cc5d72,False
040504.jpg,benign,data/all_images/040504.jpg,814c4c7333ccdd73,False
020906.jpg,benign,data/all_images/020906.jpg,b0cdc5321b3ccd27,False
030812.jpg,benign,data/all_images/030812.jpg,a6cc9c9e1373cca4,False
038144.jpg,benign,data/all_images/038144.jpg,9136347676cf0327,False
018558.jpg,benign,data/all_images/018558.jpg,80fe196626995f66,False
018191.jpg,benign,data/all_images/018191.jpg,b1d1ccc67339558a,False
031936.jpg,benign,data/all_images/031936.jpg,91ddcc30338d8377,False
024267.jpg,benign,data/all_images/024267.jpg,d0bfc9662c835791,False
023946.jpg,benign,data/all_images/023946.jpg,e66b8c7208cfd9c8,False
018901.jpg,benign,data/all_images/018901.jpg,c1ad9a8639d96f03,False
029864.jpg,benign,data/all_images/029864.jpg,91790da431385def,False
025554.jpg,benign,data/all_images/025554.jpg,81bd5d6626c9cc66,False
010926.jpg,benign,data/all_images/010926.jpg,90e7cd99324ecb32,False
024359.jpg,benign,data/all_images/024359.jpg,8477199922265fdd,False
018756.jpg,benign,data/all_images/018756.jpg,91a64c8d71fbdc88,False
003987.jpg,benign,data/all_images/003987.jpg,91d74c76318b8f2c,False
039031.jpg,benign,data/all_images/039031.jpg,a5cc9b31d93365a2,False
038966.jpg,benign,data/all_images/038966.jpg,860e197f665899b3,False
004559.jpg,benign,data/all_images/004559.jpg,93a2cca233eddc98,False
037050.jpg,benign,data/all_images/037050.jpg,93da4c7333cccc23,False
036813.jpg,benign,data/all_images/036813.jpg,81cd4c3333cc6377,False
023045.jpg,benign,data/all_images/023045.jpg,80df4db2630708ff,False
021455.jpg,benign,data/all_images/021455.jpg,b08dcf3635898e39,False
007899.jpg,malignant,data/all_images/007899.jpg,fa6b8d8c96906969,False
042943.jpg,benign,data/all_images/042943.jpg,b563d127cb329ce0,False
020343.jpg,benign,data/all_images/020343.jpg,869d987672d84c1f,False
008559.jpg,malignant,data/all_images/008559.jpg,94937a96695a3539,True
028403.jpg,benign,data/all_images/028403.jpg,81e60d9a3327dd8b,False
033428.jpg,benign,data/all_images/033428.jpg,c4dd4fc10261bfe8,False
033227.jpg,benign,data/all_images/033227.jpg,80ec11f34cb97d8b,False
019602.jpg,benign,data/all_images/019602.jpg,91cecc33cc8e738c,False
010724.jpg,benign,data/all_images/010724.jpg,c5e7591b66cc9922,False
043762.jpg,benign,data/all_images/043762.jpg,a022d99b9bdbd88c,False
038011.jpg,benign,data/all_images/038011.jpg,f373cdcc04cccc94,False
003435.jpg,benign,data/all_images/003435.jpg,84d3190676f34ddc,False
038479.jpg,benign,data/all_images/038479.jpg,907445cfda9e4ce4,False
035266.jpg,benign,data/all_images/035266.jpg,93f34c8c71334ed2,False
000634.jpg,malignant,data/all_images/000634.jpg,d68cdc27279c16cc,False
026675.jpg,benign,data/all_images/026675.jpg,869959762399dc66,False
007861.jpg,malignant,data/all_images/007861.jpg,c3393c6470cdc79a,True
027202.jpg,benign,data/all_images/027202.jpg,81f61dd867374d88,False
000765.jpg,benign,data/all_images/000765.jpg,b0e6ccd83f93212d,False
018853.jpg,benign,data/all_images/018853.jpg,866d09ae37d54633,False
035450.jpg,benign,data/all_images/035450.jpg,f151455751dd15c5,False
010317.jpg,malignant,data/all_images/010317.jpg,84e798dc6729c63c,False
021259.jpg,benign,data/all_images/021259.jpg,80ff09ba33585cad,False
038394.jpg,benign,data/all_images/038394.jpg,f373cccc31342d23,False
020689.jpg,benign,data/all_images/020689.jpg,c41a03c317b95bcf,False
033395.jpg,benign,data/all_images/033395.jpg,80fe0dd8662a1bf5,False
016651.jpg,benign,data/all_images/016651.jpg,b3a3cccc642632f9,False
019562.jpg,benign,data/all_images/019562.jpg,94f819ac66d1d974,False
025699.jpg,benign,data/all_images/025699.jpg,c0cb1db5768b1966,False
033350.jpg,benign,data/all_images/033350.jpg,9037ccdb306643f3,False
007434.jpg,malignant,data/all_images/007434.jpg,848515595f165ef6,True
038889.jpg,benign,data/all_images/038889.jpg,84e7199b6624d99b,False
030478.jpg,benign,data/all_images/030478.jpg,a1df963bc9844d29,False
040839.jpg,benign,data/all_images/040839.jpg,c35b4cdc37371906,False
003239.jpg,benign,data/all_images/003239.jpg,85201b3f7c78e875,False
009162.jpg,malignant,data/all_images/009162.jpg,df76c2c8226534ec,False
041156.jpg,benign,data/all_images/041156.jpg,9076cddb303e6326,False
019066.jpg,benign,data/all_images/019066.jpg,b3308ca758eec7c1,False
023263.jpg,benign,data/all_images/023263.jpg,d1f30ccc33339d8c,False
021952.jpg,benign,data/all_images/021952.jpg,a666d89b91d98c66,False
019972.jpg,benign,data/all_images/019972.jpg,869e19d92677c8cc,False
003342.jpg,benign,data/all_images/003342.jpg,91c3ccce3333cccc,False
025211.jpg,benign,data/all_images/025211.jpg,d45209e966769bc9,False
006198.jpg,malignant,data/all_images/006198.jpg,e5339ace69982639,False
034704.jpg,benign,data/all_images/034704.jpg,f691ddcc5d2a2033,False
006774.jpg,malignant,data/all_images/006774.jpg,faca919cd734a134,False
042237.jpg,benign,data/all_images/042237.jpg,c4e119aa66b712eb,False
007288.jpg,malignant,data/all_images/007288.jpg,d0d90bc63d79343c,True
042932.jpg,benign,data/all_images/042932.jpg,e4b299cdd59416c9,False
001728.jpg,benign,data/all_images/001728.jpg,b333cccc363c3433,False
022993.jpg,benign,data/all_images/022993.jpg,80c50c9962de2eff,False
007611.jpg,malignant,data/all_images/007611.jpg,bab9d5c06a0532bd,False
025217.jpg,benign,data/all_images/025217.jpg,996dc09293297e5e,False
000769.jpg,benign,data/all_images/000769.jpg,e68d993364cc339a,False
036711.jpg,benign,data/all_images/036711.jpg,91e74ce96aaf0b05,False
024020.jpg,benign,data/all_images/024020.jpg,c0ff097626999966,False
004547.jpg,benign,data/all_images/004547.jpg,b398cdc6ccce4439,False
033666.jpg,benign,data/all_images/033666.jpg,80db096b66dd1973,False
032886.jpg,benign,data/all_images/032886.jpg,b3c8ccc70c9c33b5,False
011548.jpg,benign,data/all_images/011548.jpg,f5b0182ed493e6a3,False
041614.jpg,benign,data/all_images/041614.jpg,b38dccb933868cd2,False
044587.jpg,benign,data/all_images/044587.jpg,a7e6cc99119b138e,False
027755.jpg,benign,data/all_images/027755.jpg,80dc5c7353dd0c67,False
001147.jpg,benign,data/all_images/001147.jpg,81fe0ca6339bcc27,False
010487.jpg,malignant,data/all_images/010487.jpg,b0cccf623c9d3338,False
041703.jpg,benign,data/all_images/041703.jpg,d35acc9c33378c94,False
030027.jpg,benign,data/all_images/030027.jpg,915e4c7733cc4c72,False
026079.jpg,benign,data/all_images/026079.jpg,b3b7cc993323cd01,False
034452.jpg,benign,data/all_images/034452.jpg,80ff15e867b855c8,False
010143.jpg,malignant,data/all_images/010143.jpg,b117dcc86733382e,False
031667.jpg,benign,data/all_images/031667.jpg,865f190f2699d94e,False
016315.jpg,benign,data/all_images/016315.jpg,a19e9cb1cce615b2,False
029048.jpg,benign,data/all_images/029048.jpg,e661999c9addd0c4,False
022032.jpg,benign,data/all_images/022032.jpg,b0c49b9b6ce3323c,False
005012.jpg,benign,data/all_images/005012.jpg,84eb49cc763399cc,False
004655.jpg,benign,data/all_images/004655.jpg,b3cecc33308c47e6,False
006343.jpg,malignant,data/all_images/006343.jpg,b564cbd2cc9b2c49,False
002455.jpg,benign,data/all_images/002455.jpg,d1ec5c9c33d9294c,False
006822.jpg,malignant,data/all_images/006822.jpg,9e905aca5dc9b1b4,False
036609.jpg,benign,data/all_images/036609.jpg,814c5dee27d88cf4,False
041031.jpg,benign,data/all_images/041031.jpg,93ad4eb171ce6918,False
031453.jpg,benign,data/all_images/031453.jpg,81e64cbb3170abc7,False
000994.jpg,benign,data/all_images/000994.jpg,80ff19c5639cd919,False
036782.jpg,benign,data/all_images/036782.jpg,e54f93e25959d1a0,False
042317.jpg,benign,data/all_images/042317.jpg,93d9cce6334858cb,False
022810.jpg,benign,data/all_images/022810.jpg,a5c9d196dab40f4a,False
040817.jpg,benign,data/all_images/040817.jpg,d4b659fc7601198d,False
009105.jpg,malignant,data/all_images/009105.jpg,bd3f928487ce4790,False
032204.jpg,benign,data/all_images/032204.jpg,823799c940656f3f,False
039153.jpg,benign,data/all_images/039153.jpg,80d95977668d7a49,False
039642.jpg,benign,data/all_images/039642.jpg,b031c7c31eccf8f0,False
002686.jpg,benign,data/all_images/002686.jpg,80ff089277c0d97b,False
021882.jpg,benign,data/all_images/021882.jpg,c43b196666db186e,False
005928.jpg,malignant,data/all_images/005928.jpg,8fe2e01d1a390ff4,False
031374.jpg,benign,data/all_images/031374.jpg,957d4d51738c0db2,False
041604.jpg,benign,data/all_images/041604.jpg,81ff19a6768889ea,False
016069.jpg,benign,data/all_images/016069.jpg,f286ad9275168397,False
009221.jpg,malignant,data/all_images/009221.jpg,92c8e994d1b26ee3,False
005622.jpg,benign,data/all_images/005622.jpg,80ff0cf323dc8c27,False
000927.jpg,benign,data/all_images/000927.jpg,91c4074d71ce7b71,False
027773.jpg,benign,data/all_images/027773.jpg,b156c6cb9c6d114d,False
031557.jpg,benign,data/all_images/031557.jpg,81f65d19760ed931,False
007374.jpg,malignant,data/all_images/007374.jpg,9449423f0f7c7ce1,True
000785.jpg,malignant,data/all_images/000785.jpg,c13196ce69391dc7,False
036452.jpg,benign,data/all_images/036452.jpg,c18311df43744cfe,False
039705.jpg,benign,data/all_images/039705.jpg,84ed0d9c62c9d95d,False
005393.jpg,benign,data/all_images/005393.jpg,90fe51c643174f9c,False
028484.jpg,benign,data/all_images/028484.jpg,e436999964625fa6,False
041018.jpg,benign,data/all_images/041018.jpg,84b719fd668699e0,False
025923.jpg,benign,data/all_images/025923.jpg,80ca1c327edd9e53,False
002073.jpg,benign,data/all_images/002073.jpg,8464199b66645dfb,False
029912.jpg,benign,data/all_images/029912.jpg,e69bd964319a2699,False
024593.jpg,benign,data/all_images/024593.jpg,c5651edec70d190e,False
020034.jpg,benign,data/all_images/020034.jpg,841b096623db64ff,False
000153.jpg,benign,data/all_images/000153.jpg,e53dc04e9e975330,False
012649.jpg,benign,data/all_images/012649.jpg,c49d197666d91966,False
021770.jpg,benign,data/all_images/021770.jpg,941f197526d158bd,False
018424.jpg,benign,data/all_images/018424.jpg,91ddcc3332cd4764,False
001084.jpg,benign,data/all_images/001084.jpg,90e30ecf313356cd,False
022840.jpg,benign,data/all_images/022840.jpg,949f41625f535cca,False
034600.jpg,benign,data/all_images/034600.jpg,b18dcc3674997558,False
005387.jpg,benign,data/all_images/005387.jpg,914c5d3355cc71b9,False
000031.jpg,malignant,data/all_images/000031.jpg,b436c0d94fc719b4,False
029449.jpg,benign,data/all_images/029449.jpg,91e64c9977261da9,False
001644.jpg,benign,data/all_images/001644.jpg,c4ed19a66699d926,False
021233.jpg,benign,data/all_images/021233.jpg,a75d983160ded09b,False
019406.jpg,benign,data/all_images/019406.jpg,b1e3ccc6b11c7313,False
003335.jpg,benign,data/all_images/003335.jpg,80ec1df37b60943b,False
029485.jpg,benign,data/all_images/029485.jpg,81cc1a334cec77dc,False
011087.jpg,malignant,data/all_images/011087.jpg,94694ab66dd034cf,True
027241.jpg,benign,data/all_images/027241.jpg,845419ab26765ddd,False
027268.jpg,benign,data/all_images/027268.jpg,d1fa4c8c73a34ec8,False
043842.jpg,benign,data/all_images/043842.jpg,c41cc9658ae22f9f,False
003839.jpg,benign,data/all_images/003839.jpg,a93c94f8d6629a8b,False
031062.jpg,benign,data/all_images/031062.jpg,93c8d9374c871d69,False
002768.jpg,benign,data/all_images/002768.jpg,91dd4d32378840ff,False
025590.jpg,benign,data/all_images/025590.jpg,c1cd1d3336cd3166,False
008348.jpg,malignant,data/all_images/008348.jpg,a223694c1df573e1,False
044103.jpg,benign,data/all_images/044103.jpg,90fc09c343e671bb,False
021147.jpg,benign,data/all_images/021147.jpg,c06b959d159c19db,False
019630.jpg,benign,data/all_images/019630.jpg,844c999b676d6e2c,False
001859.jpg,benign,data/all_images/001859.jpg,c4d999a666db56c0,False
030439.jpg,benign,data/all_images/030439.jpg,f6d8c926718e2699,False
038547.jpg,benign,data/all_images/038547.jpg,84cb196626dd9967,False
042769.jpg,benign,data/all_images/042769.jpg,86f9d90666bb4964,False
009573.jpg,malignant,data/all_images/009573.jpg,b32e417345655c79,False
005533.jpg,benign,data/all_images/005533.jpg,f79acc269398f0d0,False
018232.jpg,benign,data/all_images/018232.jpg,b7d88d663399cc48,False
037951.jpg,benign,data/all_images/037951.jpg,8632591c6673dcdc,False
001533.jpg,benign,data/all_images/001533.jpg,91ec0db336cc7946,False
007395.jpg,malignant,data/all_images/007395.jpg,b38318629a778c5f,False
032868.jpg,benign,data/all_images/032868.jpg,84bd193662ff1299,False
018425.jpg,benign,data/all_images/018425.jpg,a565c29ec899f199,False
037307.jpg,benign,data/all_images/037307.jpg,879549e0638ddcda,False
035629.jpg,benign,data/all_images/035629.jpg,80f50ddc36e95d98,False
027569.jpg,benign,data/all_images/027569.jpg,f1cc9db384b25998,False
029960.jpg,benign,data/all_images/029960.jpg,c0361ddf12cdc9c5,False
025790.jpg,benign,data/all_images/025790.jpg,b12bc27b4f1259cc,False
024655.jpg,benign,data/all_images/024655.jpg,91774cdc73134972,False
023177.jpg,benign,data/all_images/023177.jpg,80670d8e2abf1cbd,False
012763.jpg,benign,data/all_images/012763.jpg,d1e449da9b898d4b,False
011266.jpg,malignant,data/all_images/011266.jpg,859c454a44af4aff,True
007576.jpg,malignant,data/all_images/007576.jpg,e7c29b659c986b42,False
009642.jpg,malignant,data/all_images/009642.jpg,97335d9667254c4a,False
026977.jpg,benign,data/all_images/026977.jpg,84fe198b666c9999,False
011325.jpg,malignant,data/all_images/011325.jpg,be8d904ae170df8a,False
